Title;Artist;Genre;Year;Bpm;Energy;Danceability;Db;Liveness;Valence;Duration;Acousticness;Speechiness;Popularity
New Flame (feat. Usher & Rick Ross);Chris Brown;Hip hop/Rap/R&b;2014;142;63;70;-4;10;45;244;5;4;72
No Limit;G-Eazy;Hip hop/Rap/R&b;2017;176;77;84;-4;9;41;245;1;24;72
One Time;Justin Bieber;Pop;2009;146;85;69;-3;8;76;216;6;4;72
Panini;Lil Nas X;Hip hop/Rap/R&b;2019;154;59;70;-6;12;48;115;34;8;72
Play Hard (feat. Ne-Yo & Akon);David Guetta;Other;2012;130;92;69;-2;33;80;201;17;5;72
Plug Walk;Rich The Kid;Hip hop/Rap/R&b;2018;95;52;88;-7;11;16;175;20;14;72
Pray For Me (with Kendrick Lamar);The Weeknd;Hip hop/Rap/R&b;2018;101;68;74;-5;11;19;211;8;9;72
Princess of China;Coldplay;Other;2011;85;69;42;-6;29;24;239;0;3;72
Rockstar;Nickelback;Rock/Metal;2005;144;91;62;-3;34;69;252;5;4;72
Sandstorm;Darude;Other;2001;136;97;53;-8;8;59;225;14;5;72
Saturday Sun;Vance Joy;Pop;2018;100;86;64;-4;22;71;215;48;5;72
Say Something (feat. Chris Stapleton);Justin Timberlake;Pop;2018;97;63;71;-7;8;37;279;10;8;72
Shut Up And Drive;Rihanna;Pop;2008;133;83;74;-5;20;74;212;0;3;72
Sing;Ed Sheeran;Pop;2014;120;67;82;-4;6;94;235;30;5;72
Sit Next to Me;Foster The People;Other;2017;97;74;64;-5;69;66;243;12;3;72
Skate;Bruno Mars;Pop;2021;112;60;71;-8;17;70;203;4;3;72
Slide Away;Miley Cyrus;Pop;2019;148;54;53;-7;25;29;234;17;3;72
Slow Jamz;Twista;Hip hop/Rap/R&b;2004;145;73;56;-6;28;61;316;31;17;72
Smile;Lily Allen;Pop;2006;96;64;63;-6;22;73;197;0;3;72
Sofia;Alvaro Soler;Pop;2016;128;73;69;-6;23;91;210;11;3;72
Sonnentanz - Sun Don't Shine;Klangkarussell;Pop;2014;120;55;58;-8;10;16;238;10;9;72
Spotlight;Marshmello;Other;2018;150;82;55;-4;74;62;178;1;15;72
Stickwitu;The Pussycat Dolls;Pop;2005;80;55;55;-6;7;38;208;28;6;72
Stop Crying Your Heart Out;Oasis;Other;2002;75;57;38;-5;8;9;303;8;3;72
Suge;DaBaby;Hip hop/Rap/R&b;2019;75;66;88;-6;13;84;163;6;43;72
Survivor;Destiny's Child;Pop;2001;161;91;51;-2;78;62;254;6;41;72
Talk (feat. Disclosure);Khalid;Pop;2019;136;40;90;-9;6;35;198;5;13;72
The Ocean (feat. Shy Martin);Mike Perry;Pop;2016;90;57;63;-6;10;19;183;2;3;72
The Show Goes On;Lupe Fiasco;Hip hop/Rap/R&b;2011;143;89;59;-4;16;65;240;2;12;72
The Time (Dirty Bit);Black Eyed Peas;Pop;2010;128;81;82;-8;60;44;308;7;7;72
This Ain't A Scene, It's An Arms Race;Fall Out Boy;Rock/Metal;2007;200;89;44;-4;3;41;212;0;6;72
This Is America;Childish Gambino;Hip hop/Rap/R&b;2018;120;46;85;-6;35;55;226;12;14;72
Thong Song;Sisqo;Hip hop/Rap/R&b;1999;122;89;71;-7;7;71;254;12;7;72
Tonight Tonight;Hot Chelle Rae;Pop;2011;100;78;69;-5;16;81;200;8;12;72
Turn Down for What;DJ Snake;EDM;2013;100;80;82;-4;6;8;214;0;16;72
We Own It (Fast & Furious);2 Chainz;Hip hop/Rap/R&b;2013;172;90;56;-5;5;56;228;5;40;72
Youth of the Nation;P.O.D.;Rock/Metal;2001;98;86;56;-8;39;52;256;1;6;72
7/11;Beyoncé;Pop;2014;136;71;75;-5;13;56;214;1;13;71
A Milli;Lil Wayne;Hip hop/Rap/R&b;2008;151;70;67;-9;19;77;222;4;28;71
After School;Weeekly;Pop;2021;164;93;63;-2;6;74;205;1;5;71
Again;Lenny Kravitz;Other;2000;79;80;55;-5;11;79;232;1;3;71
Alaska;Maggie Rogers;Pop;2019;104;39;85;-11;11;18;188;41;5;71
Axel F;Crazy Frog;Other;2005;138;91;86;-3;6;79;169;28;4;71
Bailando - Spanish Version;Enrique Iglesias;Pop;2014;91;79;72;-4;4;96;243;5;11;71
Beautiful;Christina Aguilera;Pop;2002;76;57;46;-4;11;10;239;58;3;71
Beneath Your Beautiful (feat. Emeli Sandé);Labrinth;Other;2012;84;52;56;-6;10;24;272;23;3;71
Best Thing I Never Had;Beyoncé;Pop;2011;99;65;55;-4;9;30;254;14;3;71
Better;Khalid;Pop;2018;98;59;44;-10;14;12;229;10;10;71
Boom Boom Pow;Black Eyed Peas;Pop;2009;130;86;87;-6;13;40;251;13;7;71
Bounce Back;Big Sean;Hip hop/Rap/R&b;2017;82;57;78;-6;13;27;222;11;14;71
Breathless;The Corrs;Rock/Metal;2000;127;82;61;-8;27;77;208;5;6;71
Broken Strings;James Morrison;Other;2008;112;72;57;-5;8;32;250;1;3;71
Buttons;The Pussycat Dolls;Pop;2005;211;82;56;-4;25;48;226;15;27;71
Candy;Robbie Williams;Pop;2012;116;79;72;-7;7;88;201;4;4;71
Can't Fight The Moonlight;LeAnn Rimes;Other;2001;98;83;63;-6;5;63;216;40;5;71
Clout (feat. Cardi B);Offset;Hip hop/Rap/R&b;2019;140;62;92;-7;12;42;206;23;10;71
Corazón (feat. Nego do Borel);Maluma;Pop;2018;198;74;72;-6;20;75;185;33;25;71
Country Grammar (Hot Shit);Nelly;Pop;2000;163;66;87;-7;14;56;287;1;11;71
Dakota;Stereophonics;Other;2005;147;93;51;-3;9;31;297;13;7;71
Daylight;Maroon 5;Pop;2012;120;67;66;-5;26;37;225;0;3;71
Deuces (feat. Tyga & Kevin McCall);Chris Brown;Hip hop/Rap/R&b;2011;74;74;69;-5;8;22;277;3;11;71
Do You Remember;Jay Sean;Pop;2009;126;67;85;-5;10;82;211;2;7;71
Don't Wanna Know (feat. Kendrick Lamar);Maroon 5;Pop;2018;100;61;78;-6;10;42;214;34;7;71
DONTTRUSTME;3OH!3;Other;2008;130;71;79;-4;19;51;193;2;25;71
DUELE EL CORAZON (feat. Wisin);Enrique Iglesias;Pop;2016;91;91;72;-3;14;87;200;9;10;71
Fancy;Iggy Azalea;Hip hop/Rap/R&b;2014;95;72;91;-4;5;38;200;9;7;71
Freaky Friday (feat. Chris Brown);Lil Dicky;Hip hop/Rap/R&b;2018;133;60;76;-5;11;76;217;15;22;71
Get Up (Rattle) [feat. Far East Movement] - Vocal Edit;Bingo Players;Other;2012;128;99;80;-3;30;72;167;2;6;71
Get Ur Freak On;Missy Elliott;Pop;2001;178;75;80;-9;10;74;211;53;25;71
Gives You Hell;The All-American Rejects;Rock/Metal;2008;100;69;72;-6;6;55;213;2;4;71
H.O.L.Y.;Florida Georgia Line;Other;2016;78;67;52;-4;7;56;194;40;3;71
Hands To Myself;Selena Gomez;Pop;2015;111;50;81;-7;34;47;201;1;12;71
Haven't Met You Yet;Michael Bublé;Other;2009;123;73;62;-5;11;80;245;15;3;71
He Wasn't Man Enough;Toni Braxton;Hip hop/Rap/R&b;2000;88;95;74;-2;33;77;262;1;4;71
Here;Alessia Cara;Hip hop/Rap/R&b;2015;120;82;38;-4;8;33;199;8;10;71
Higher Power;Coldplay;Other;2021;178;83;51;-6;23;49;207;1;4;71
I Believe in a Thing Called Love;The Darkness;Rock/Metal;2003;128;85;44;-5;28;62;218;5;8;71
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit;Avicii;EDM;2012;128;79;51;-4;32;64;208;33;4;71
I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster;Mario Winans;Other;2016;97;52;83;-5;12;40;257;35;5;71
I Love It (feat. Charli XCX);Icona Pop;Pop;2013;126;91;71;-3;15;82;157;1;3;71
I Write Sins Not Tragedies;Panic! At The Disco;Pop;2005;170;82;57;-4;12;67;186;7;14;71
I'm On One;DJ Khaled;Hip hop/Rap/R&b;2011;149;81;41;-3;63;44;296;5;32;71
It Girl;Jason Derulo;Pop;2011;92;72;67;-5;10;35;192;2;6;71
Jesus Walks;Kanye West;Hip hop/Rap/R&b;2004;87;83;64;-5;32;72;194;61;32;71
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")";P!nk;Pop;2016;163;70;63;-6;11;52;215;1;15;71
Just Lose It;Eminem;Hip hop/Rap/R&b;2004;121;63;94;-4;28;96;249;6;5;71
Keep Your Head Up;Andy Grammer;Other;2011;90;78;67;-5;14;82;190;5;4;71
Kenangan Manis;Pamungkas;Pop;2018;140;68;60;-7;9;72;208;5;3;71
King's Dead (with Kendrick Lamar & Future & James Blake);Jay Rock;Hip hop/Rap/R&b;2018;137;71;65;-5;13;38;230;0;30;71
Lifestyles of the Rich & Famous;Good Charlotte;Rock/Metal;2002;106;93;62;-4;7;61;190;0;4;71
Live Like You Were Dying;Tim McGraw;Other;2004;160;55;42;-8;8;42;300;49;3;71
Lose Yourself to Dance (feat. Pharrell Williams);Daft Punk;EDM;2013;100;66;83;-8;8;67;354;8;6;71
Mercy;Duffy;Other;2008;130;86;79;-4;13;96;220;27;3;71
More - RedOne Jimmy Joker Remix;Usher;Hip hop/Rap/R&b;2010;125;89;55;-3;35;79;220;0;5;71
Motivation;Normani;Pop;2019;171;89;60;-4;30;88;194;2;10;71
My Humps;Black Eyed Peas;Pop;2005;124;68;80;-6;11;59;327;11;22;71
My Love;Westlife;Other;2000;144;59;49;-6;26;33;232;10;3;71
My Type;Saweetie;Hip hop/Rap/R&b;2019;105;81;90;-6;7;59;126;0;26;71
Over My Head (Cable Car);The Fray;Other;2005;116;73;59;-4;7;71;236;2;4;71
Panda;Desiigner;Hip hop/Rap/R&b;2016;145;77;58;-5;37;24;247;3;45;71
Pjanoo - Radio Edit;Eric Prydz;EDM;2008;126;87;61;-5;11;84;157;0;3;71
Pocketful of Sunshine;Natasha Bedingfield;Pop;2007;110;88;72;-4;8;66;203;19;5;71
Post to Be (feat. Chris Brown & Jhene Aiko);Omarion;Pop;2014;97;68;73;-6;21;70;227;7;4;71
Ready or Not;Bridgit Mendler;Pop;2012;93;87;72;-4;11;75;201;0;5;71
Ridin';Chamillionaire;Hip hop/Rap/R&b;2005;143;80;79;-5;30;84;303;19;10;71
Right Above It;Lil Wayne;Hip hop/Rap/R&b;2010;76;84;38;-4;58;46;272;4;36;71
Rock DJ;Robbie Williams;Pop;2000;103;77;71;-4;47;86;259;3;3;71
Rock Wit U (Awww Baby);Ashanti;Pop;2003;95;80;71;-3;16;85;209;41;6;71
Savin' Me;Nickelback;Rock/Metal;2005;164;82;44;-4;41;52;219;0;3;71
Second Chance;Shinedown;Rock/Metal;2008;100;80;46;-5;11;18;222;0;3;71
September Song;JP Cooper;Pop;2017;96;62;61;-7;9;37;220;5;4;71
Sexy And I Know It;LMFAO;Pop;2011;130;86;71;-4;19;80;199;10;32;71
Sexy Love;Ne-Yo;Pop;2006;94;52;69;-6;6;49;221;30;4;71
Show Me (feat. Chris Brown);Kid Ink;Hip hop/Rap/R&b;2014;98;51;71;-7;14;66;218;4;5;71
Slippery (feat. Gucci Mane);Migos;Hip hop/Rap/R&b;2017;142;68;92;-6;10;75;304;31;26;71
Some Nights;fun.;Pop;2012;108;74;67;-7;9;39;277;2;5;71
Superstar;Jamelia;Other;2003;110;65;80;-7;4;82;215;5;4;71
Sweat - Remix;Snoop Dogg;Other;2011;130;73;81;-6;8;73;196;6;3;71
The Edge Of Glory;Lady Gaga;Pop;2011;128;77;58;-6;11;36;321;0;4;71
The Greatest (feat. Kendrick Lamar);Sia;Pop;2016;192;73;67;-6;6;73;210;1;27;71
The Sweet Escape;Gwen Stefani;Pop;2006;120;77;76;-4;18;73;246;19;3;71
The Way You Move (feat. Sleepy Brown);Outkast;Hip hop/Rap/R&b;2003;126;60;87;-5;6;64;234;13;5;71
This Is What It Feels Like;Armin van Buuren;EDM;2013;130;83;55;-5;6;14;204;4;3;71
Touch My Body;Mariah Carey;Pop;2008;79;67;71;-8;23;84;205;10;5;71
True Love (feat. Lily Allen);P!nk;Pop;2012;192;82;46;-5;11;58;231;0;31;71
Turn Me On;Kevin Lyttle;Other;2004;106;68;68;-7;4;88;192;4;4;71
What Hurts The Most;Rascal Flatts;Other;2006;136;67;54;-5;27;33;214;1;3;71
When I'm Gone;Eminem;Hip hop/Rap/R&b;2005;75;75;62;-5;27;75;281;6;35;71
When I'm Gone;3 Doors Down;Rock/Metal;2002;148;77;53;-6;10;37;260;0;3;71
Wherever I Go;OneRepublic;Rock/Metal;2016;100;69;55;-6;27;35;170;9;4;71
Who's That Chick? (feat. Rihanna);David Guetta;Other;2010;128;60;68;-5;5;93;201;0;12;71
Wide Awake;Katy Perry;Pop;2012;160;68;51;-5;39;57;221;7;4;71
Work Bitch;Britney Spears;Pop;2013;128;82;63;-7;7;85;248;16;16;71
Work It;Missy Elliott;Pop;2002;102;68;88;-6;7;58;263;8;28;71
Yeah 3x;Chris Brown;Hip hop/Rap/R&b;2011;130;88;71;-3;9;70;242;0;4;71
You Da One;Rihanna;Pop;2011;127;72;70;-5;13;86;200;50;4;71
You Know You Like It;DJ Snake;EDM;2014;196;73;41;-5;31;25;247;1;19;71
You Make Me Feel... (feat. Sabi);Cobra Starship;Pop;2011;132;86;67;-3;4;75;216;2;5;71
Your Love Is My Drug;Kesha;Pop;2010;120;61;83;-4;9;76;187;1;10;71
2 Phones;Kevin Gates;Hip hop/Rap/R&b;2016;122;68;90;-5;19;55;240;16;36;70
All Eyes on You (feat. Chris Brown & Nicki Minaj);Meek Mill;Hip hop/Rap/R&b;2015;78;66;59;-5;12;25;224;2;20;70
Arcade (feat. FLETCHER);Duncan Laurence;Pop;2020;72;40;45;-9;13;27;187;82;4;70
Ayo Technology;50 Cent;Hip hop/Rap/R&b;2007;140;78;63;-5;3;42;248;8;13;70
Baby Boy (feat. Sean Paul);Beyoncé;Pop;2003;91;49;66;-9;22;79;245;8;22;70
Barking;Ramz;Other;2017;103;56;53;-8;5;29;205;18;31;70
Be Careful;Cardi B;Pop;2018;152;57;82;-8;10;54;211;3;41;70
Big Green Tractor;Jason Aldean;Other;2009;137;59;62;-5;30;58;204;65;3;70
Birthday Sex;Jeremih;Hip hop/Rap/R&b;2009;60;52;68;-6;15;45;227;30;4;70
Blow;Kesha;Pop;2010;120;73;75;-4;7;81;220;0;4;70
Carry Out (Featuring Justin Timberlake);Timbaland;Pop;2009;116;57;53;-7;26;27;232;11;11;70
Chocolate;The 1975;Rock/Metal;2013;100;94;61;-4;37;61;225;0;6;70
Close;Nick Jonas;Pop;2016;124;62;65;-5;14;40;234;25;8;70
Coming Home;Diddy - Dirty Money;Hip hop/Rap/R&b;2010;168;84;39;-2;30;23;239;16;19;70
Diamonds;Rihanna;Pop;2012;92;71;56;-5;11;39;225;0;5;70
Dick (feat. Doja Cat);StarBoi3;Other;2021;126;61;65;-7;6;47;175;13;42;70
Dirrty (feat. Redman);Christina Aguilera;Pop;2002;100;89;64;-3;34;44;299;11;32;70
E.T.;Katy Perry;Pop;2012;152;87;62;-5;37;76;230;2;18;70
Fast Car;Jonas Blue;Pop;2015;114;57;64;-7;30;53;212;48;5;70
Hero;Enrique Iglesias;Pop;2001;77;64;35;-6;11;16;264;14;5;70
Hit 'Em Up Style (Oops!);Blu Cantrell;Pop;2001;90;77;67;-5;40;67;251;20;6;70
I Just Couldn't Save You Tonight - Story of Kale - Original Motion Picture Soundtrack;Ardhito Pramono;Other;2020;85;32;37;-10;11;15;220;85;4;70
I Miss You (feat. Julia Michaels);Clean Bandit;Pop;2018;105;62;69;-7;10;37;206;30;4;70
I Need A Dollar;Aloe Blacc;Pop;2010;95;48;84;-7;9;96;243;20;3;70
If We Ever Meet Again (Featuring Katy Perry);Timbaland;Pop;2009;126;61;65;-7;6;39;293;0;4;70
In the Shadows;The Rasmus;Rock/Metal;2003;106;80;60;-4;48;75;258;0;3;70
It's Only Me - Studio Version;Kaleb J;Pop;2020;120;30;60;-13;12;32;203;31;4;70
It's You;Sezairi;Pop;2018;138;46;63;-8;11;17;251;55;3;70
Just Like a Pill;P!nk;Pop;2001;102;77;69;-5;9;25;237;0;3;70
Ladbroke Grove;AJ Tracey;Other;2019;134;84;90;-9;10;73;191;9;21;70
Landslide;The Chicks;Other;2002;146;44;57;-7;19;44;231;53;3;70
Last Request;Paolo Nutini;Other;2007;81;70;61;-7;14;40;220;24;5;70
Leave Me Alone;Flipp Dinero;Hip hop/Rap/R&b;2019;150;74;79;-3;18;74;196;11;9;70
Let Me Love You (Until You Learn To Love Yourself);Ne-Yo;Pop;2012;125;68;66;-7;37;25;252;25;4;70
Like Toy Soldiers;Eminem;Hip hop/Rap/R&b;2004;79;77;52;-3;10;40;297;2;36;70
Little Lion Man;Mumford & Sons;Rock/Metal;2009;139;49;52;-8;9;46;245;3;3;70
Lost Without You;Freya Ridings;Pop;2019;67;14;39;-9;7;10;226;93;5;70
Lovers And Friends;Lil Jon & The East Side Boyz;Hip hop/Rap/R&b;2004;140;50;68;-6;43;53;261;5;22;70
Man Down;Rihanna;Pop;2010;156;90;47;-4;5;56;267;4;18;70
Maps;Yeah Yeah Yeahs;Pop;2003;120;94;50;-5;55;12;220;0;7;70
Mine;Taylor Swift;Pop;2010;121;78;62;-3;18;67;231;0;3;70
Move Ya Body;Nina Sky;Pop;2004;121;71;87;-6;6;88;232;2;4;70
My Life Would Suck Without You;Kelly Clarkson;Pop;2009;145;88;53;-4;14;42;211;0;5;70
Nasty Girl (feat. Diddy & Nelly & Jagged Edge & Avery Storm) - 2005 Remaster;The Notorious B.I.G.;Hip hop/Rap/R&b;2005;106;63;83;-7;28;65;286;9;14;70
Oblivion;Grimes;Pop;2012;156;53;70;-9;9;49;251;12;3;70
One Day / Reckoning Song (Wankelmut Remix) - Radio Edit;Asaf Avidan;Pop;2012;119;67;83;-6;17;53;215;22;6;70
Out Of Reach;GABRIELLE;Other;2001;183;48;51;-7;11;50;197;50;5;70
Picture (feat. Sheryl Crow);Kid Rock;Rock/Metal;2001;98;50;69;-7;11;38;299;17;2;70
Please Don't Go;Joel Adams;Pop;2015;84;77;51;-5;29;24;211;1;6;70
Rich Girl;Gwen Stefani;Pop;2004;98;75;86;-3;21;72;236;3;4;70
Right Thurr;Chingy;Other;2003;92;75;87;-4;6;89;251;15;25;70
Rock This Party - Everybody Dance Now;Bob Sinclar;EDM;2006;128;82;89;-4;5;90;245;7;12;70
Rumors (feat. Cardi B);Lizzo;Other;2021;119;73;83;-6;42;61;173;13;9;70
See You Again;Miley Cyrus;Pop;2007;139;91;69;-5;11;80;190;2;18;70
Shake It Out;Florence + The Machine;Pop;2011;107;80;52;-4;11;23;278;1;4;70
Single Ladies (Put a Ring on It);Beyoncé;Pop;2008;193;58;43;-5;19;27;193;4;30;70
Solo Dance;Martin Jensen;EDM;2016;115;85;75;-2;20;40;175;5;5;70
Stay;Rihanna;Pop;2012;112;31;62;-10;12;13;241;95;3;70
Steady, As She Goes;The Raconteurs;Rock/Metal;2006;124;58;53;-5;11;54;215;1;12;70
Strip That Down (feat. Quavo);Liam Payne;Pop;2019;106;50;87;-5;8;55;202;20;5;70
Sunset Lover;Petit Biscuit;Other;2015;91;47;78;-9;11;24;238;73;5;70
Take It Off;Kesha;Pop;2010;125;68;73;-5;9;74;215;0;3;70
Toosie Slide;Drake;Hip hop/Rap/R&b;2020;82;49;83;-9;11;85;247;29;21;70
You Don't Own Me (feat. G-Eazy);SAYGRACE;Hip hop/Rap/R&b;2016;186;64;33;-6;6;26;201;16;9;70
You Rock My World;Michael Jackson;Hip hop/Rap/R&b;2001;95;67;85;-3;26;96;338;4;19;70
Youngblood;5 Seconds of Summer;Other;2018;120;85;60;-5;12;15;203;2;46;70
Yummy;Justin Bieber;Pop;2020;146;51;68;-7;12;50;209;35;10;70
Absolutely (Story of a Girl) - Radio Mix;Nine Days;Pop;2000;96;94;48;-5;9;66;189;0;7;69
Ain't No Rest For The Wicked - Original Version;Cage The Elephant;Rock/Metal;2008;156;91;64;-6;60;92;175;6;11;69
All Time Low;Jon Bellion;Hip hop/Rap/R&b;2016;90;57;62;-4;9;51;218;6;8;69
As Long As You Love Me;Justin Bieber;Pop;2012;140;87;57;-3;36;61;229;8;10;69
Battle Scars (with Guy Sebastian);Lupe Fiasco;Hip hop/Rap/R&b;2012;168;81;52;-5;11;49;250;19;29;69
Be Without You - Kendu Mix;Mary J. Blige;Pop;2005;147;70;73;-6;26;67;246;7;10;69
Because I Got High;Afroman;Hip hop/Rap/R&b;2001;166;34;80;-9;8;85;198;17;49;69
Black Widow;Iggy Azalea;Hip hop/Rap/R&b;2014;164;72;74;-4;11;52;209;19;12;69
Blow Me (One Last Kiss);P!nk;Pop;2012;114;92;60;-3;28;73;256;0;4;69
Boo'd Up;Ella Mai;Hip hop/Rap/R&b;2017;82;78;56;-5;8;24;256;9;5;69
Bye Bye Bye;*NSYNC;Other;2000;173;93;61;-5;8;88;201;4;5;69
Cheap Thrills (feat. Sean Paul);Sia;Pop;2016;90;80;59;-5;8;73;225;6;22;69
Closer;Ne-Yo;Pop;2008;126;75;71;-6;15;58;234;2;7;69
Cry for You;September;Other;2007;130;88;77;-4;6;96;210;0;3;69
Dead And Gone;T.I.;Hip hop/Rap/R&b;2008;135;75;71;-5;60;47;300;4;26;69
Differences;Ginuwine;Hip hop/Rap/R&b;2001;63;59;56;-5;31;42;266;32;6;69
Dragostea din tei;O-Zone;Other;2004;130;97;80;-4;6;68;215;18;4;69
Drift Away;Uncle Kracker;Other;2002;152;66;58;-5;10;86;256;18;4;69
Fallin';Alicia Keys;Other;2001;96;61;65;-8;23;48;210;26;4;69
Fighter;Christina Aguilera;Pop;2002;189;92;44;-1;55;45;246;24;20;69
For the First Time;The Script;Rock/Metal;2010;174;63;39;-5;10;38;252;3;3;69
Frontin' (feat. Jay-Z) - Club Mix;Pharrell Williams;Pop;2003;102;40;89;-6;8;76;237;45;13;69
Gecko (Overdrive) - Radio Edit;Oliver Heldens;EDM;2014;125;89;61;-5;34;76;165;1;6;69
Ghetto Gospel;2Pac;Other;2004;81;61;79;-5;8;66;238;10;5;69
Gimme That;Chris Brown;Hip hop/Rap/R&b;2005;87;57;68;-7;12;44;187;0;5;69
Goodies (feat. Petey Pablo);Ciara;Pop;2004;102;65;83;-6;30;87;223;3;5;69
High Hopes;Kodaline;Pop;2013;77;49;49;-6;19;22;230;58;3;69
Homemade Dynamite (Feat. Khalid & Post Malone & SZA) - REMIX;Lorde;Pop;2017;107;55;78;-5;13;18;214;23;8;69
I Cry;Flo Rida;Pop;2012;126;82;69;-5;32;76;224;1;4;69
I Don't Like It. I Love It (feat. Robin Thicke & Verdine White);Flo Rida;Pop;2015;118;77;85;-5;8;78;224;2;14;69
I Got U;Duke Dumont;EDM;2014;121;76;64;-8;9;46;286;0;4;69
I'm A Believer;Smash Mouth;Pop;2001;82;98;55;-4;44;87;185;2;6;69
I'm Upset;Drake;Hip hop/Rap/R&b;2018;150;59;90;-8;8;49;214;28;34;69
Impossible;Shontelle;Pop;2010;90;62;60;-4;13;53;227;39;3;69
Into You (feat. Tamia);Fabolous;Hip hop/Rap/R&b;2003;182;54;55;-8;12;58;296;23;5;69
It's A Vibe;2 Chainz;Hip hop/Rap/R&b;2017;73;50;82;-7;11;53;210;3;15;69
Leave (Get Out);JoJo;Pop;2004;87;56;70;-7;8;46;243;16;20;69
Light On;Maggie Rogers;Pop;2019;102;57;66;-6;13;40;234;20;5;69
Lighters;Bad Meets Evil;Hip hop/Rap/R&b;2011;90;70;68;-8;12;14;304;35;25;69
Locked Up;Akon;Pop;2005;90;57;83;-4;11;37;235;3;8;69
Lose Control (feat. Ciara & Fat Man Scoop);Missy Elliott;Pop;2005;125;81;90;-7;5;81;227;3;12;69
Love Don't Cost a Thing;Jennifer Lopez;Pop;2001;98;84;79;-5;47;69;221;0;7;69
Love Is A Losing Game;Amy Winehouse;Other;2006;165;29;48;-17;15;56;155;34;3;69
Lucky;Britney Spears;Pop;2000;95;79;77;-6;7;97;206;26;3;69
LUV;Tory Lanez;Hip hop/Rap/R&b;2016;190;53;54;-8;12;25;229;1;25;69
m.A.A.d city;Kendrick Lamar;Hip hop/Rap/R&b;2012;91;73;49;-7;44;22;350;5;27;69
Mad Love;Mabel;Pop;2019;198;80;62;-3;12;61;170;66;20;69
Milkshake;Kelis;Pop;2003;113;77;88;-6;21;76;183;1;4;69
Move Your Feet;Junior Senior;Pop;2002;119;90;75;-3;20;85;182;5;8;69
My Chick Bad;Ludacris;Hip hop/Rap/R&b;2010;85;72;62;-7;48;76;217;17;38;69
Never Say Never;The Fray;Other;2009;160;49;23;-6;18;26;257;57;3;69
New Shoes;Paolo Nutini;Other;2007;150;74;75;-9;9;85;204;47;9;69
No Money;Galantis;Pop;2016;126;92;67;-4;24;80;189;3;4;69
Post Malone (feat. RANI);Sam Feldt;EDM;2019;107;64;59;-4;11;65;174;8;12;69
Prayer in C - Robin Schulz Radio Edit;Lilly Wood and The Prick;Pop;2014;123;89;76;-5;62;78;189;2;3;69
Purple Pills;D12;Hip hop/Rap/R&b;2001;125;63;78;-6;29;75;305;2;16;69
Put On;Jeezy;Hip hop/Rap/R&b;2008;138;77;65;-6;9;27;321;0;4;69
Rock The Boat;Aaliyah;Hip hop/Rap/R&b;2001;93;73;64;-5;20;42;275;7;3;69
Rolex;Ayo & Teo;Other;2017;145;89;80;-3;27;79;239;8;4;69
Rumour Has It;Adele;Other;2011;120;75;61;-5;17;57;223;62;4;69
Shake It;Metro Station;Other;2007;150;96;62;-4;49;79;180;0;8;69
Shape of You;Ed Sheeran;Pop;2017;96;65;83;-3;9;93;234;58;8;69
Sing;Travis;Other;2001;163;91;33;-5;7;26;229;0;5;69
Snap Yo Fingers;Lil Jon;Hip hop/Rap/R&b;2006;82;76;84;-5;29;63;274;1;23;69
Stereo Love - Edit;Edward Maya;EDM;2009;127;79;80;-4;10;55;184;4;3;69
Summer Love;Justin Timberlake;Pop;2006;96;59;61;-7;33;48;253;8;9;69
Talking Body;Tove Lo;Other;2014;120;76;74;-5;8;11;238;10;3;69
The London (feat. J. Cole & Travis Scott);Young Thug;Hip hop/Rap/R&b;2019;98;59;80;-7;13;18;200;2;15;69
There for You;Martin Garrix;EDM;2017;106;64;61;-8;12;13;222;12;6;69
Thinking About You (feat. Ayah Marar);Calvin Harris;Pop;2012;128;87;73;-4;10;75;248;0;4;69
This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016);David Guetta;Other;2016;110;92;37;-3;9;37;207;0;5;69
Try Again;Aaliyah;Hip hop/Rap/R&b;2001;93;66;79;-5;9;68;285;8;25;69
T-Shirt;Migos;Hip hop/Rap/R&b;2017;139;69;87;-4;16;49;242;24;22;69
Unwell;Matchbox Twenty;Other;2002;81;79;26;-5;71;43;229;3;4;69
Uptown Girl - Radio Edit;Westlife;Other;2000;129;92;65;-5;41;86;186;1;3;69
#thatPOWER;will.i.am;Pop;2013;128;61;80;-6;7;40;280;0;6;68
(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version;Sean Paul;Pop;2006;96;76;71;-3;4;72;244;7;23;68
2U (feat. Justin Bieber);David Guetta;Other;2017;145;65;55;-6;23;56;195;22;6;68
Adorn;Miguel;Hip hop/Rap/R&b;2012;179;58;63;-6;19;24;193;5;18;68
Alive;Empire of the Sun;Pop;2013;120;88;52;-3;7;40;205;11;4;68
All I Ever Wanted - Radio Edit;Basshunter;Other;2008;145;98;65;-7;16;55;176;16;5;68
All The Right Moves;OneRepublic;Rock/Metal;2009;146;95;53;-4;28;65;238;26;5;68
Anaconda;Nicki Minaj;Pop;2014;130;61;96;-6;21;65;260;7;18;68
